id,name
1,USER_READ
2,USER_WRITE
3,MEMBER_READ
4,MEMBER_WRITE
5,MANAGER_READ
6,MANAGER_WRITE
7,BRANCH_CREATE
8,BRANCH_READ
9,BRANCH_UPDATE
10,TRAINER_READ
11,TRAINER_WRITE
12,EXERCISE_READ
13,EXERCISE_WRITE
14,PLAN_READ
15,PLAN_WRITE
16,MEMBERSHIP_READ
17,MEMBERSHIP_WRITE

